Handle;Title;Body (HTML);Vendor;Product Category;Type;Tags;Published;Option1 Name;Option1 Value;Option1 Linked To;Option2 Name;Option2 Value;Option2 Linked To;Option3 Name;Option3 Value;Option3 Linked To;Variant SKU;Variant Grams;Variant Inventory Tracker;Variant Inventory Qty;Variant Inventory Policy;Variant Fulfillment Service;Variant Price;Variant Compare At Price;Variant Requires Shipping;Variant Taxable;Unit Price Total Measure;Unit Price Total Measure Unit;Unit Price Base Measure;Unit Price Base Measure Unit;Variant Barcode;Image Src;Image Position;Image Alt Text;Gift Card;SEO Title;SEO Description;Variant Image;Variant Weight Unit;Variant Tax Code;Cost per item;Status
heatless-hair-curler-kit;Heatless hair curler kit;"<h2 style=""text-align: center;"">
<strong></strong><br>
</h2>
<h2 style=""text-align: center;""><strong>Love bouncy curls but hate frying your hair?</strong></h2>
<h2 style=""text-align: center;""><br></h2>
<p><video class=""video-background"" loop=""loop"" muted="""" autoplay=""autoplay"" playsinline="""" src=""https://launchify-ssk.b-cdn.net/FR/GIF's%20(mp4)/kit-de-frisage-sans-chaleur-video.mp4"" style=""display: block; margin: auto; max-width: 340px; max-height: 340px; border-radius: 10px; object-fit: contain;"">
    <source src=""https://launchify-ssk.b-cdn.net/FR/GIF's%20(mp4)/kit-de-frisage-sans-chaleur-video.mp4"">
    Your browser does not support the video tag.
  </source></video></p>
<p> </p>
<p> </p>
<div style=""text-align: center;""><img src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Kit%20de%20frisage%20sans%20chaleur/kit-de-frisage-sans-chaleur-icon-1.png"" style=""margin-bottom: 16px; float: none; width: 70px; height: 70px;""></div>
<div style=""text-align: center;""><strong>Hair friendly</strong></div>
<div style=""text-align: center;"">It keeps your hair healthy and safe</div>
<div style=""text-align: center;"">
<span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;""><span></span></span><br>
</div>
<div style=""text-align: center;""><span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;""><span>  </span></span></div>
<div style=""text-align: center;""><img src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Kit%20de%20frisage%20sans%20chaleur/kit-de-frisage-sans-chaleur-icon-2.png"" style=""margin-bottom: 16px; float: none; width: 70px; height: 70px;""></div>
<div style=""text-align: center;"">
<meta charset=""utf-8"">
<div style=""text-align: center;""><strong>Comfortable Wear</strong></div>
<div style=""text-align: center;"">Soft and lightweight, they’re comfortable to move and sleep in.</div>
<div style=""text-align: center;""><span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;""><span>  </span></span></div>
</div>
<div style=""text-align: center;"">  </div>
<div style=""text-align: center;""><img src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Kit%20de%20frisage%20sans%20chaleur/kit-de-frisage-sans-chaleur-icon-3.png"" style=""margin-bottom: 16px; float: none; width: 70px; height: 70px;""></div>
<div style=""text-align: center;"">
<div style=""text-align: center;"">
<meta charset=""utf-8""> <strong>Beautiful result</strong><br>
</div>
<div style=""text-align: center;"">Beautiful curls, and waves that will enhance your beauty.</div>
<div style=""text-align: center;""><span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;""><span>  </span></span></div>
</div>
<div style=""text-align: center;""><span>  </span></div>
<div style=""text-align: center;"">
<img src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Kit%20de%20frisage%20sans%20chaleur/kit-de-frisage-sans-chaleur-icon-4.png"" style=""margin-bottom: 16px; float: none; width: 70px; height: 70px;""><br>
<div style=""text-align: center;"">
<div style=""text-align: center;""><strong>Fits every hair length</strong></div>
<div style=""text-align: center;"">Our one-size design fits all.</div>
<div style=""text-align: center;"">
<span></span><br>
</div>
<div style=""text-align: center;"">
<span></span><br>
</div>
<div style=""text-align: center;"">
<span></span><br>
</div>
<div style=""text-align: center;""><br></div>
<div style=""text-align: center;""><img src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Kit%20de%20frisage%20sans%20chaleur/kit-de-frisage-sans-chaleur-customers.jpg"" style=""margin-bottom: 16px; float: none; width: 350px; height: 350px;""></div>
<h2 style=""text-align: center;"">Gorgeous Curls Without Heat The Secret to Healthier Hair</h2>
<p> Get the bouncy curls you love without the damage from heat styling! The Heatless Hair Curler Kit gently shapes your hair overnight, giving you long-lasting waves while keeping your strands smooth, strong, and frizz-free.</p>
<p> </p>
<p> </p>
<div style=""text-align: center;"">
<div style=""text-align: center;""><img src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Kit%20de%20frisage%20sans%20chaleur/kit-de-frisage-sans-chaleur-pink-before-after-2.jpg"" style=""margin-bottom: 16px; float: none; width: 350px; height: 350px;""></div>
<h2 style=""text-align: center;"">Wake Up to Perfect Hair Easy, Comfortable, and Hassle Free</h2>
<p>No more spending hours curling your hair! This soft, lightweight kit is comfortable to sleep in, so you can wake up with perfectly styled curls without any effort. Simply wrap, secure, and let it work its magic while you rest.</p>
</div>
<div style=""text-align: center;"">
<span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;""><span>  </span></span><strong></strong>
</div>
</div>
</div>";OneScale;Uncategorized;;Beauty & care, EN;true;Color;Pink;;;;;;;;;0.0;;0;deny;manual;29.99;;true;true;;;;;;https://cdn.shopify.com/s/files/1/1012/9765/2051/files/kit-de-frisage-sans-chaleur-beaute-soins-rose-launchify-658350.jpg?v=1763745803;1;Kit de frisage sans chaleur - Rose - Launchify;false;;;https://cdn.shopify.com/s/files/1/1012/9765/2051/files/kit-de-frisage-sans-chaleur-beaute-soins-rose-launchify-658350.jpg?v=1763745803;kg;;;active
heatless-hair-curler-kit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/1012/9765/2051/files/kit-de-frisage-sans-chaleur-beaute-soins-rose-launchify-738619.jpg?v=1763745803;2;Kit de frisage sans chaleur - Rose - Launchify;;;;;;;;
heatless-hair-curler-kit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/1012/9765/2051/files/kit-de-frisage-sans-chaleur-beaute-soins-rose-launchify-848547.jpg?v=1763745803;3;Kit de frisage sans chaleur - Rose - Launchify;;;;;;;;
heatless-hair-curler-kit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/1012/9765/2051/files/kit-de-frisage-sans-chaleur-beaute-soins-rose-launchify-631728.jpg?v=1763745803;4;Kit de frisage sans chaleur - Rose - Launchify;;;;;;;;
heatless-hair-curler-kit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/1012/9765/2051/files/kit-de-frisage-sans-chaleur-beaute-soins-rose-launchify-767776.jpg?v=1763745803;5;Kit de frisage sans chaleur - Rose - Launchify;;;;;;;;
heated-lash-curler;Heated Lash Curler;"<h2 style=""text-align: center;"">
<strong></strong><br>
</h2>
<h2 style=""text-align: center;""><strong>The secret for a stunning look all day long</strong></h2>
<h2 style=""text-align: center;""><br></h2>
<p><video style=""display: block; margin: auto; max-width: 340px; max-height: 340px; border-radius: 10px; object-fit: contain;"" src=""https://launchify-ssk.b-cdn.net/FR/GIF's%20(mp4)/recourbe-cils-chauffant-video.mp4"" playsinline="""" autoplay=""autoplay"" muted="""" loop=""loop"" class=""video-background"">
    <source src=""https://launchify-ssk.b-cdn.net/FR/GIF's%20(mp4)/recourbe-cils-chauffant-video.mp4"">
    Your browser does not support the video tag.
  </source></video></p>
<p> </p>
<p> </p>
<div style=""text-align: center;""><img src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Recourbe-cils%20chauffant/recourbe-cils-chauffant-icon-1.png"" style=""margin-bottom: 16px; float: none; width: 70px; height: 70px;""></div>
<div style=""text-align: center;""><strong>Long-lasting</strong></div>
<div style=""text-align: center;"">Get perfect lashes for 24 hours.</div>
<div style=""text-align: center;"">
<span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;""><span></span></span><br>
</div>
<div style=""text-align: center;""><span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;""><span>  </span></span></div>
<div style=""text-align: center;""><img src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Recourbe-cils%20chauffant/recourbe-cils-chauffant-icon-2.png"" style=""margin-bottom: 16px; float: none; width: 70px; height: 70px;""></div>
<div style=""text-align: center;"">
<meta charset=""utf-8"">
<div style=""text-align: center;""><strong>Quick and easy</strong></div>
<div style=""text-align: center;"">A breathtaking look&amp;nbsp;in one motion.</div>
<div style=""text-align: center;""><span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;""><span>  </span></span></div>
</div>
<div style=""text-align: center;"">  </div>
<div style=""text-align: center;""><img src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Recourbe-cils%20chauffant/recourbe-cils-chauffant-icon-3.png"" style=""margin-bottom: 16px; float: none; width: 70px; height: 70px;""></div>
<div style=""text-align: center;"">
<div style=""text-align: center;"">
<meta charset=""utf-8""> <strong>No Damage</strong><br>
</div>
<div style=""text-align: center;"">The upgraded heat control technology prevents hair damage.</div>
<div style=""text-align: center;""><span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;""><span>  </span></span></div>
</div>
<div style=""text-align: center;""><span>  </span></div>
<div style=""text-align: center;"">
<img src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Recourbe-cils%20chauffant/recourbe-cils-chauffant-icon-4.png"" style=""margin-bottom: 16px; float: none; width: 70px; height: 70px;""><br>
<div style=""text-align: center;"">
<div style=""text-align: center;""><strong>Stunning lashes</strong></div>
<div style=""text-align: center;"">Take your look to the next level.</div>
<div style=""text-align: center;"">
<span></span><br>
</div>
<div style=""text-align: center;"">
<span></span><br>
</div>
<div style=""text-align: center;"">
<span></span><br>
</div>
<div style=""text-align: center;""><br></div>
<div style=""text-align: center;""><img src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Recourbe-cils%20chauffant/recourbe-cils-chauffant-pink.jpg"" style=""margin-bottom: 16px; float: none; width: 350px; height: 350px;""></div>
<h2 style=""text-align: center;"">Flawless Curls Anytime, Anywhere</h2>
<p> Elevate your beauty routine with the Heated Lash Curler, the ultimate tool for effortlessly lifted lashes. Designed to work with your natural lash shape, this curler ensures a long-lasting, damage-free curl with just one glide.</p>
<p> </p>
<p> </p>
<div style=""text-align: center;"">
<div style=""text-align: center;""><img src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Recourbe-cils%20chauffant/recourbe-cils-chauffant-before-after.jpg"" style=""margin-bottom: 16px; float: none; width: 350px; height: 350px;""></div>
<h2 style=""text-align: center;"">Quick Safe &amp; Easy Beauty in a Single Motion</h2>
<p> No more struggling with traditional lash curlers! The Heated Lash Curler’s advanced technology delivers an instant lift without crimping or pulling. Simply press and hold for a few seconds for stunning, salon-worthy lashes anytime, anywhere.</p>
</div>
<div style=""text-align: center;"">
<span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;""><span>  </span></span><strong></strong>
</div>
</div>
</div>";OneScale;Uncategorized;;Beauty & care, EN;true;Colour;Pink;;;;;;;;;0.0;;0;deny;manual;24.99;;true;true;;;;;;https://cdn.shopify.com/s/files/1/1012/9765/2051/files/recourbe-cils-chauffant-beaute-soins-rose-launchify-729773.jpg?v=1763745803;1;Recourbe - cils chauffant - Rose - Launchify;false;;;https://cdn.shopify.com/s/files/1/1012/9765/2051/files/recourbe-cils-chauffant-beaute-soins-rose-launchify-729773.jpg?v=1763745803;kg;;;active
snooze-cap;Migraine Cap;"<h2 style=""text-align: center;"">
<strong></strong><br>
</h2>
<h2 style=""text-align: center;""><strong>The Ultimate Secret to HANGOVER Relief</strong></h2>
<h2 style=""text-align: center;""><br></h2>
<p><video class=""video-background"" loop=""loop"" muted="""" autoplay=""autoplay"" playsinline="""" src=""https://launchify-ssk.b-cdn.net/FR/GIF's%20(mp4)/bonnet-anti-migraine-video.mp4"" style=""display: block; margin: auto; max-width: 340px; max-height: 340px; border-radius: 10px; object-fit: contain;"">
    <source src=""https://launchify-ssk.b-cdn.net/FR/GIF's%20(mp4)/bonnet-anti-migraine-video.mp4"">
    Your browser does not support the video tag.
  </source></video></p>
<p> </p>
<p> </p>
<div style=""text-align: center;""><img style=""margin-bottom: 16px; float: none; width: 70px; height: 70px;"" src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Bonnet%20anti-migraine/bonnet-anti-migraine-icon-1.png""></div>
<div style=""text-align: center;""><strong>No More Pills</strong></div>
<div style=""text-align: center;"">Ditch the medication! This cap provides drug-free headache relief using temperature therapy.</div>
<div style=""text-align: center;"">
<span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;""><span></span></span><br>
</div>
<div style=""text-align: center;""><span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;""><span>  </span></span></div>
<div style=""text-align: center;""><img style=""margin-bottom: 16px; float: none; width: 70px; height: 70px;"" src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Bonnet%20anti-migraine/bonnet-anti-migraine-icon-2.png""></div>
<div style=""text-align: center;"">
<meta charset=""utf-8"">
<div style=""text-align: center;""><strong>360° Isolation for Instant Comfort</strong></div>
<div style=""text-align: center;"">Block out light, noise, and distractions, creating a calming environment for fast relief.</div>
<div style=""text-align: center;""><span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;""><span>  </span></span></div>
</div>
<div style=""text-align: center;"">  </div>
<div style=""text-align: center;""><img style=""margin-bottom: 16px; float: none; width: 70px; height: 70px;"" src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Bonnet%20anti-migraine/bonnet-anti-migraine-icon-3.png""></div>
<div style=""text-align: center;"">
<div style=""text-align: center;"">
<meta charset=""utf-8""> <strong>Hot or Cold Therapy in One Cap</strong><br>
</div>
<div style=""text-align: center;"">Use cold to reduce inflammation or heat to relax muscles, depending on your needs.</div>
<div style=""text-align: center;""><span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;""><span>  </span></span></div>
</div>
<div style=""text-align: center;""><span>  </span></div>
<div style=""text-align: center;"">
<img style=""margin-bottom: 16px; float: none; width: 70px; height: 70px;"" src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Bonnet%20anti-migraine/bonnet-anti-migraine-icon-4.png""><br>
<div style=""text-align: center;"">
<div style=""text-align: center;""><strong>Effective for All Types of Headaches</strong></div>
<div style=""text-align: center;"">Whether it's migraines, tension headaches, sinus pain, or hangovers, this cap delivers lasting relief.</div>
<div style=""text-align: center;"">
<span></span><br>
</div>
<div style=""text-align: center;"">
<span></span><br>
</div>
<div style=""text-align: center;"">
<span></span><br>
</div>
<div style=""text-align: center;""><br></div>
<div style=""text-align: center;""><img style=""margin-bottom: 16px; float: none; width: 350px; height: 350px;"" src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Bonnet%20anti-migraine/bonnet-anti-migraine-black-man.jpg""></div>
<h2 style=""text-align: center;"">Ultimate Hangover &amp; Migraine Relief Anytime, Anywhere</h2>
<p> Struggling with headaches, migraines, or post-party hangovers? The Migraine Cap is your ultimate solution. Its gentle compression and temperature therapy help reduce pain, tension, and discomfort, allowing you to get back to feeling your best in no time.</p>
<p> </p>
<p> </p>
<div style=""text-align: center;"">
<div style=""text-align: center;""><img style=""margin-bottom: 16px; float: none; width: 350px; height: 350px;"" src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Bonnet%20anti-migraine/bonnet-anti-migraine-pink-woman.jpg""></div>
<h2 style=""text-align: center;"">Innovative Design for Maximum Comfort &amp; Effectiveness</h2>
<p> Designed for total head coverage, the Migraine Cap fits snugly to provide soothing pressure while blocking out light and noise. Whether you're resting at home or on the go, experience cooling or warming therapy for fast, natural relief.</p>
</div>
<div style=""text-align: center;"">
<span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;""><span>  </span></span><strong></strong>
</div>
</div>
</div>";OneScale;Uncategorized;;EN, Home & Comfort;true;Color;Black;;;;;;;;;0.0;;0;deny;manual;39.99;;true;true;;;;;;https://cdn.shopify.com/s/files/1/1012/9765/2051/files/bonnet-anti-migraine-fr-launchify-985763.jpg?v=1763745805;1;Bonnet anti - migraine - Launchify;false;;;https://cdn.shopify.com/s/files/1/1012/9765/2051/files/bonnet-anti-migraine-fr-launchify-192636.jpg?v=1763745805;kg;;;active
snooze-cap;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/1012/9765/2051/files/bonnet-anti-migraine-fr-launchify-192636.jpg?v=1763745805;2;Bonnet anti - migraine - Launchify;;;;;;;;
snooze-cap;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/1012/9765/2051/files/bonnet-anti-migraine-fr-launchify-361962.jpg?v=1763745805;3;Bonnet anti - migraine - Launchify;;;;;;;;
4-in-1-makeup-pen;4 in 1 Makeup Pen;"<h2 style=""text-align: center;"">
<strong></strong><br>
</h2>
<h2 style=""text-align: center;""><strong>The Only Makeup Tool You Need</strong></h2>
<h2 style=""text-align: center;""><br></h2>
<p><video style=""display: block; margin: auto; max-width: 340px; max-height: 340px; border-radius: 10px; object-fit: contain;"" src=""https://launchify-ssk.b-cdn.net/FR/GIF's%20(mp4)/le-stylo-magique-4-en-1-video.mp4"" playsinline="""" autoplay=""autoplay"" muted="""" loop=""loop"" class=""video-background"">
    <source src=""https://launchify-ssk.b-cdn.net/FR/GIF's%20(mp4)/le-stylo-magique-4-en-1-video.mp4"">
    Your browser does not support the video tag.
  </source></video></p>
<p> </p>
<p> </p>
<div style=""text-align: center;""><img style=""margin-bottom: 16px; float: none; width: 70px; height: 70px;"" src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Le%20stylo%20magique%204-en-1/le-stylo-magique-4-en-1-icon-1.png""></div>
<div style=""text-align: center;""><strong>Banish dark circles, puffiness, and fine lines</strong></div>
<div style=""text-align: center;"">Making your eyes look brighter and more refreshed than ever before.</div>
<div style=""text-align: center;"">
<span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;""><span></span></span><br>
</div>
<div style=""text-align: center;""><span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;""><span>  </span></span></div>
<div style=""text-align: center;""><img style=""margin-bottom: 16px; float: none; width: 70px; height: 70px;"" src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Le%20stylo%20magique%204-en-1/le-stylo-magique-4-en-1-icon-2.png""></div>
<div style=""text-align: center;"">
<meta charset=""utf-8"">
<div style=""text-align: center;""><strong>Smooth &amp; Long-Lasting Application</strong></div>
<div style=""text-align: center;"">Designed for seamless application, this pen glides on smoothly and stays put all day, keeping your makeup flawless.</div>
<div style=""text-align: center;""><span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;""><span>  </span></span></div>
</div>
<div style=""text-align: center;"">  </div>
<div style=""text-align: center;""><img style=""margin-bottom: 16px; float: none; width: 70px; height: 70px;"" src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Le%20stylo%20magique%204-en-1/le-stylo-magique-4-en-1-icon-3.png""></div>
<div style=""text-align: center;"">
<div style=""text-align: center;"">
<meta charset=""utf-8""> <strong>Compact &amp; Travel-Friendly</strong><br>
</div>
<div style=""text-align: center;""> Perfectly portable, this sleek design fits in any bag, making on-the-go touch-ups quick and easy.</div>
<div style=""text-align: center;""><span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;""><span>  </span></span></div>
</div>
<div style=""text-align: center;""><span>  </span></div>
<div style=""text-align: center;"">
<img style=""margin-bottom: 16px; float: none; width: 70px; height: 70px;"" src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Le%20stylo%20magique%204-en-1/le-stylo-magique-4-en-1-icon-4.png""><br>
<div style=""text-align: center;"">
<div style=""text-align: center;""><strong>Skin-Friendly</strong></div>
<div style=""text-align: center;"">Made with clean ingredients, it's paraben-free, fragrance-free, and free from carbon black, ensuring a gentle, guilt-free beauty experience.</div>
<div style=""text-align: center;"">
<span></span><br>
</div>
<div style=""text-align: center;"">
<span></span><br>
</div>
<div style=""text-align: center;"">
<span></span><br>
</div>
<div style=""text-align: center;""><br></div>
<div style=""text-align: center;""><img style=""margin-bottom: 16px; float: none; width: 350px; height: 350px;"" src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Le%20stylo%20magique%204-en-1/le-stylo-magique-4-en-1-4pen.jpg""></div>
<h2 style=""text-align: center;"">Effortless Beauty in a Single Pen Simplify Your Routine</h2>
<p>No more cluttered makeup bags! The 4-in-1 Makeup Pen is the only tool you need for a complete, polished look. Whether defining your eyes, shaping brows, enhancing lips, or highlighting features, this pen does it all quickly and effortlessly.</p>
<p> </p>
<p> </p>
<div style=""text-align: center;"">
<div style=""text-align: center;""><img style=""margin-bottom: 16px; float: none; width: 350px; height: 350px;"" src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Le%20stylo%20magique%204-en-1/le-stylo-magique-4-en-1-benefits.png""></div>
<h2 style=""text-align: center;"">Clean Skin Loving Formula Beauty with a Conscience</h2>
<p>Formulated with skin-friendly ingredients, this pen is vegan, cruelty-free, and free from harsh chemicals. Designed for all skin types, it glides on smoothly and blends seamlessly, letting you enhance your features with confidence.</p>
</div>
<div style=""text-align: center;"">
<span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;""><span>  </span></span><strong></strong>
</div>
</div>
</div>";OneScale;Uncategorized;;Beauty & care, EN;true;Title;Default Title;;;;;;;;;0.0;;0;deny;manual;24.99;;true;true;;;;;;https://cdn.shopify.com/s/files/1/1012/9765/2051/files/le-stylo-magique-4-en-1-beaute-soins-launchify-518976.jpg?v=1763745808;1;Le stylo magique 4 - en - 1 - Launchify;false;;;;kg;;;active
4-in-1-makeup-pen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/1012/9765/2051/files/le-stylo-magique-4-en-1-4pen.jpg?v=1763750111;2;;;;;;;;;
4-in-1-makeup-pen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/1012/9765/2051/files/le-stylo-magique-4-en-1-benefits.png?v=1763750112;3;;;;;;;;;
